	RNA-POR-71-S1-TP2	RNA-POR-73-S1-TP2	RNA-POR-76-S1-TP2	RNA-POR-79-S1-TP2	RNA-POR-82-S1-TP2
Porites_evermani_scaffold_2141	2174.42	630.266	2021.79	774.493	5906.23
Porites_evermani_scaffold_562	541.678	417.819	731.205	293.528	687.718
Porites_evermani_scaffold_2716	28.3138	38.3266	280.583	1.01211	134.608
Porites_evermani_scaffold_410	26296.8	10459	15616.6	12053.6	29143.7
Porites_evermani_scaffold_1828	7122.84	3334.82	10569	4483.57	5310.91
Porites_evermani_scaffold_285	2302.15	976.323	2398.33	878.732	4576.41
Porites_evermani_scaffold_1578	77.2258	61.7904	350.291	161.27	510.036
Porites_evermani_scaffold_6493	128	71	0	1	0
Porites_evermani_scaffold_1513	23468.6	9479.78	4647.79	11524.2	36901.8
Porites_evermani_scaffold_4160	39.5589	13.719	113.161	25.9266	84.3888
Porites_evermani_scaffold_2467	30.8994	12.041	73.0994	12.0282	28.0356
Porites_evermani_scaffold_2382	227.85	224.407	151.433	82.5082	227.437
Porites_evermani_scaffold_2094	901.08	794.017	526.013	543.607	2462.76
Porites_evermani_scaffold_7848	150	214	244	77	206
Porites_evermani_scaffold_431	6727.94	3472.4	9774.25	4720.61	10134.1
Porites_evermani_scaffold_4212	32.616	107.647	326.926	49.0255	54.6852
Porites_evermani_scaffold_1030	2148.04	1185.01	3209.65	924.844	2018.61
Porites_evermani_scaffold_4890	26.5414	0	83	1	2.00031
Porites_evermani_scaffold_662	7206.68	2026.02	6394.85	3157.8	7987.64
Porites_evermani_scaffold_1297	89.3072	937.77	266.214	94.3725	11.7142
Porites_evermani_scaffold_2388	1728.86	424.816	1012.29	877.067	1837.9
Porites_evermani_scaffold_5143	251.639	0	85	26.3361	230.515
Porites_evermani_scaffold_3602	12.5075	7.00104	25.4953	22.0257	9.054
Porites_evermani_scaffold_5486	5.0904	138.571	8.874	557.612	50.0864
Porites_evermani_scaffold_155	11672	4984.48	9006.43	5137.68	15648.5
Porites_evermani_scaffold_452	14140.2	10113.7	21327	12332.4	20056.3
Porites_evermani_scaffold_1845	13.4732	22.8556	20.322	27.7756	7.53693
Porites_evermani_scaffold_2977	192.424	125.555	355.501	90.7318	272.019
Porites_evermani_scaffold_1110	8727.93	17229.8	10710.2	4757.88	11761.8
Porites_evermani_scaffold_1901	1402.06	1164.38	869.312	1041.22	1012.72
Porites_evermani_scaffold_3526	46.4894	233.294	14.2299	419.12	1159.11
Porites_evermani_scaffold_1254	1635.84	586.413	2991.74	1848.94	2396.63
Porites_evermani_scaffold_2514	1008.86	680.439	3230.7	670.765	1772.89
Porites_evermani_scaffold_533	5964.6	3652.27	13265.1	4338.8	8676.55
Porites_evermani_scaffold_4853	375.56	128.598	633.006	346.739	534.592
Porites_evermani_scaffold_5951	0	4.03014	6.08528	33.0882	135.099
Porites_evermani_scaffold_327	1797.25	626.799	1262.8	532.903	1768.49
Porites_evermani_scaffold_397	42268	9867.15	18065.1	13665.5	38825.9
Porites_evermani_scaffold_1777	51.6237	15.2881	63.056	27.6629	146.522
Porites_evermani_scaffold_297	1902.74	1261.91	4818.35	1511.4	2853.11
Porites_evermani_scaffold_4399	9.49582	16.0072	47.0424	9	8.06345
Porites_evermani_scaffold_1252	5155.45	2031.47	3023.52	2637.65	8634.78
Porites_evermani_scaffold_5783	4.12899	3	24	15.1586	0
Porites_evermani_scaffold_2685	2228.09	693.661	1466.06	991.273	2023.34
Porites_evermani_scaffold_3504	719.495	351.244	852.416	388.342	422.121
Porites_evermani_scaffold_2164	110.017	80.0056	116.572	52.0182	187.044
Porites_evermani_scaffold_4073	223.387	95.2705	981.088	283.129	647.421
Porites_evermani_scaffold_1943	7755.11	1519.28	2653.76	1874.61	11169.2
Porites_evermani_scaffold_4833	0	0	83.9435	10.2063	1.02376
Porites_evermani_scaffold_7995	6.00301	10	23	0	15
Porites_evermani_scaffold_2975	58.9483	0	75.4109	2.13486	46.2726
Porites_evermani_scaffold_3317	34.6563	2.04558	112.38	17.3148	11.2305
Porites_evermani_scaffold_411	28874.2	8250.3	6972.81	10857.1	39256
Porites_evermani_scaffold_5228	893.658	92.2184	95.359	286.874	664.956
Porites_evermani_scaffold_5009	567.816	607.168	2089.08	1672.43	1312.73
Porites_evermani_scaffold_4840	11.0144	8.00402	6	13.0478	0
Porites_evermani_scaffold_3642	1655.5	1251.4	2540.33	1097.45	1740.9
Porites_evermani_scaffold_134	16310.5	7685.9	13041.7	8322.55	20489.6
Porites_evermani_scaffold_4568	143.602	92.5637	149.505	104.635	159.847
Porites_evermani_scaffold_909	179.059	59.5198	190.077	54.1764	591.65
Porites_evermani_scaffold_11	30461.3	7657.24	26656.8	10802.7	24122.7
Porites_evermani_scaffold_4567	125.576	164.241	4.94682	51.7457	405.538
Porites_evermani_scaffold_2463	1352.18	420.513	1647.02	1066.65	1578.16
Porites_evermani_scaffold_5031	382.348	35.5263	7.64337	18.6076	61.8687
Porites_evermani_scaffold_1623	133.282	88.1131	1167.88	595.686	172.372
Porites_evermani_scaffold_6575	0	49.0629	0	11.3342	44.9216
Porites_evermani_scaffold_1129	4492.94	1429.61	3295.23	2242.59	6816.55
Porites_evermani_scaffold_7048	60	2.13867	44.5774	109	127
Porites_evermani_scaffold_6495	179.877	50.2887	293	260.909	232.147
Porites_evermani_scaffold_824	705.367	256.397	354.644	228.913	672.003
Porites_evermani_scaffold_264	9570.22	4914.9	9975.05	5132.09	13377.5
Porites_evermani_scaffold_345	4386.78	1822.88	5058.3	2224.5	5641.34
Porites_evermani_scaffold_2238	46.0067	9.07227	36.0282	27.001	55.2102
Porites_evermani_scaffold_2604	29.4979	21.0771	7.16914	10.1271	41.4142
Porites_evermani_scaffold_780	11597.2	3886.47	12989.8	3502.12	11035
Porites_evermani_scaffold_121	42035.4	17235.5	96125.8	33847.8	57905.5
Porites_evermani_scaffold_95	12776.8	7306.61	17503.5	7370.65	16559.7
Porites_evermani_scaffold_2268	1478.83	401.684	1104.07	422.808	721.792
Porites_evermani_scaffold_7434	77	31	178	37	44
Porites_evermani_scaffold_878	17441.5	3181.89	3655.76	6143.68	25853.9
Porites_evermani_scaffold_4789	132	83.0004	387.001	101.002	554.93
Porites_evermani_scaffold_7455	0	16.5674	31	0	0
Porites_evermani_scaffold_720	5047.57	1977.43	4177.49	2151.6	6666.44
Porites_evermani_scaffold_119	9154.7	3033.04	10326.9	5038.22	10205.4
Porites_evermani_scaffold_7266	176	193	158	81	421
Porites_evermani_scaffold_7956	30	3	55	3	10
Porites_evermani_scaffold_366	3882.25	788.878	1564.23	1544.34	3868.71
Porites_evermani_scaffold_3611	7009.66	3018.96	8045.83	3655.96	8363.36
Porites_evermani_scaffold_2483	61.8788	16.9816	63.7935	92.5361	184.879
Porites_evermani_scaffold_948	4798.45	2357.48	4510.52	2455.35	6373.72
Porites_evermani_scaffold_3194	11.0694	14.1895	56.5677	556.207	1438.8
Porites_evermani_scaffold_6887	8	67	27	14	55
Porites_evermani_scaffold_872	8370.09	3309.63	3154.04	3787.74	8442.65
Porites_evermani_scaffold_3180	74.5796	121.906	303.469	106.038	259.511
Porites_evermani_scaffold_4731	116.363	133.785	1311.09	65.9972	164.654
Porites_evermani_scaffold_5133	253.953	115.069	506.549	145.263	204.295
Porites_evermani_scaffold_1564	506.907	33.524	451.607	39.804	1503.93
Porites_evermani_scaffold_917	11442.5	5127.89	17952.3	8191.72	12916.9
Porites_evermani_scaffold_2751	54.3339	43.2003	4.00443	75.2964	140.011
Porites_evermani_scaffold_400	4477.49	1599.32	9639.05	5621.03	5368.11
Porites_evermani_scaffold_2533	254.671	10.2223	626.19	17.2227	599.901
Porites_evermani_scaffold_3123	24.9466	19.2951	67.255	1.00705	0
Porites_evermani_scaffold_3339	82.7016	49.1373	135.85	40.4644	69.3667
Porites_evermani_scaffold_2628	772.423	439.576	1520.53	547.736	994.937
Porites_evermani_scaffold_3131	716.975	432.429	869.546	321.319	695.889
Porites_evermani_scaffold_504	3136.63	770.185	3123.46	1707.27	3039.19
Porites_evermani_scaffold_4711	20.237	20.4275	813.588	18.1193	28.4686
Porites_evermani_scaffold_344	694.532	1861.66	1140.42	386.261	7725.83
Porites_evermani_scaffold_637	706.75	332.675	864.433	357.441	849.269
Porites_evermani_scaffold_2450	256.831	98.1125	226.233	251.28	372.573
Porites_evermani_scaffold_3058	14.0743	4.09602	57.4297	8.02282	16.2253
Porites_evermani_scaffold_2110	117.182	2809.44	104.251	2414.49	8781.79
Porites_evermani_scaffold_5033	25.1885	15.5261	11.8947	9.63393	10.0975
Porites_evermani_scaffold_2405	143.887	42.6825	33.1356	46.5769	226.354
Porites_evermani_scaffold_579	622.079	204.179	536.321	221.557	470.475
Porites_evermani_scaffold_5703	106.051	47.8669	123.33	16.363	143.898
Porites_evermani_scaffold_2917	156.813	37.2468	136.08	50.1844	129.879
Porites_evermani_scaffold_625	28991	13134.9	30816.3	15762.6	33020.9
Porites_evermani_scaffold_3278	1593.48	489.621	1987.57	628.152	1816.15
Porites_evermani_scaffold_590	3191.47	1364.33	3354.72	1739.09	4932.17
Porites_evermani_scaffold_2735	367.785	405.539	738.147	217.359	353.169
Porites_evermani_scaffold_942	3157.89	948.2	3752.38	1768.22	3538.91
Porites_evermani_scaffold_1914	36.7674	191.218	936.145	15.3537	66.4943
Porites_evermani_scaffold_2464	259.284	79.4604	510.135	295.594	607.752
Porites_evermani_scaffold_6470	38.4991	3	97.8878	11.425	33.493
Porites_evermani_scaffold_645	3832.57	724.344	3631.26	1797.59	3690.52
Porites_evermani_scaffold_4604	95.1994	4680.15	104.89	32.2035	67.3513
Porites_evermani_scaffold_4082	21.229	5.00227	42.0161	2	35.0009
Porites_evermani_scaffold_5985	432.615	581.021	18.2018	11.5611	512.802
Porites_evermani_scaffold_420	3938	934.224	1538.23	1927.94	6101.52
Porites_evermani_scaffold_1831	4611.37	1309.04	2921.17	1854.93	4714.12
Porites_evermani_scaffold_3422	72.43	52.4252	184.553	36.921	66.5598
Porites_evermani_scaffold_3622	14.6885	51.0429	34.6701	17.3429	117.695
Porites_evermani_scaffold_522	1299.39	683.426	1625.61	671.179	1128.54
Porites_evermani_scaffold_798	499.919	31.341	163.326	181.052	435.988
Porites_evermani_scaffold_7503	1	0	67	6	9
Porites_evermani_scaffold_468	35441.7	7607.01	6008.73	10980.8	28429.3
Porites_evermani_scaffold_6513	9.76064	8.21179	4.28576	11.5138	10.5
Porites_evermani_scaffold_6764	61.8209	13.2588	0	6.64453	133.077
Porites_evermani_scaffold_4777	469.174	396.037	6.46812	214.28	774.509
Porites_evermani_scaffold_7753	3.03641	5	0	6	6
Porites_evermani_scaffold_1497	1338.42	840.881	2722.31	1363.09	2091.03
Porites_evermani_scaffold_1195	2751.03	1371.85	3670.72	1408.28	6000.6
Porites_evermani_scaffold_775	11581.6	1015.03	4475.26	3357.86	10778.2
Porites_evermani_scaffold_3030	116.305	5.10933	387.761	42.0682	84.1644
Porites_evermani_scaffold_375	9198.17	6541.65	7337.46	8867.13	14761.2
Porites_evermani_scaffold_1041	1409.95	257.669	1298.17	650.6	963.751
Porites_evermani_scaffold_183	3796.21	1371.78	3221.6	1532.33	4595.38
Porites_evermani_scaffold_754	1734.37	537.037	2648.48	1449.64	1844.11
Porites_evermani_scaffold_98	4049.09	1354.1	1401.69	2869.86	2703.95
Porites_evermani_scaffold_3338	115.873	47.5006	323.464	94.2372	191.761
Porites_evermani_scaffold_1246	813.057	96.2512	330.815	230.898	852.272
Porites_evermani_scaffold_3472	2408.72	278.543	657.033	1229.42	1320.24
Porites_evermani_scaffold_147	2940.36	1477.07	4837.35	2418.82	5170.87
Porites_evermani_scaffold_1993	43.2918	28.3456	125.132	51.0974	70.7784
Porites_evermani_scaffold_1979	1196.12	343.602	1396.77	529.99	1544.47
Porites_evermani_scaffold_2576	177.494	143.091	364.004	155	273.398
Porites_evermani_scaffold_2260	154.526	6.09816	59.0618	138.45	30.3096
Porites_evermani_scaffold_482	19358.1	4531.85	2352.08	6940.67	24856.4
Porites_evermani_scaffold_822	674.613	170.987	302.942	227.771	713.637
Porites_evermani_scaffold_603	1825.5	1471.64	1252.84	1228.24	2887.92
Porites_evermani_scaffold_3493	3.00263	4.00576	9.01833	3.00013	0
Porites_evermani_scaffold_6540	6.08995	2.12512	0	3.00018	21.06
Porites_evermani_scaffold_1371	2716.12	981.607	3023.58	1416.01	3332.29
Porites_evermani_scaffold_464	563.761	177.577	107.494	272.195	987.951
Porites_evermani_scaffold_1640	192.546	317.803	1665.58	170.881	1254.47
Porites_evermani_scaffold_162	2930.47	1711.46	4850.62	1881.22	2647.51
Porites_evermani_scaffold_245	10095.6	5698.39	9331.42	6635.41	16732.3
Porites_evermani_scaffold_5658	137.574	37.1208	151.143	90.505	193.506
Porites_evermani_scaffold_5072	150.984	65.9177	196	22	284.008
Porites_evermani_scaffold_1811	3364.56	836.008	2253.05	1570.75	3354.01
Porites_evermani_scaffold_1339	780.832	2495.5	477.927	234.322	806.044
Porites_evermani_scaffold_2022	221.492	170.068	366.953	121.629	212.816
Porites_evermani_scaffold_656	48436.2	26072.3	92804.7	16496.1	92803.5
Porites_evermani_scaffold_2205	168.784	56.0756	166.778	61.2472	166.744
Porites_evermani_scaffold_2298	272.277	66.9871	107.387	262.135	228.624
Porites_evermani_scaffold_3671	874.958	378.928	1186.82	377.451	1049.93
Porites_evermani_scaffold_158	10295.7	8154.99	11514.2	5293.65	12775.6
Porites_evermani_scaffold_3680	12.0247	10.0354	171.242	63.0337	32.5171
Porites_evermani_scaffold_2597	75.6826	30.2272	572.701	6.06148	146.011
Porites_evermani_scaffold_2323	8785.18	1258.73	1175.47	2269.89	7799.24
Porites_evermani_scaffold_341	4674.62	1471.33	4694.33	1798.02	5434.37
Porites_evermani_scaffold_717	1455.29	526.168	1226.55	607.543	1431.4
Porites_evermani_scaffold_7476	0	13.5758	0.52633	0	21.1683
Porites_evermani_scaffold_4546	37.0601	11.0743	18.0853	3	7.00201
Porites_evermani_scaffold_2419	2116.52	682.31	2625.11	1146.95	2918.5
Porites_evermani_scaffold_4220	399.226	211.159	1725	469.044	780.001
Porites_evermani_scaffold_1531	181.763	73.3999	138.545	89.1114	48.9513
Porites_evermani_scaffold_178	2578.8	1239.67	3088.23	1459.37	3020.58
Porites_evermani_scaffold_709	2525.87	2042.05	4527.65	1819.77	4725.9
Porites_evermani_scaffold_658	3894.31	1085.66	2606.98	1779.64	5362.1
Porites_evermani_scaffold_1173	32798.6	17655.1	16853.5	25884.3	103230
Porites_evermani_scaffold_3847	158.479	612.597	32.1473	35.7639	332.629
Porites_evermani_scaffold_1204	1129.28	784.403	1107.05	410.594	1366.92
Porites_evermani_scaffold_5973	17.2767	1.60645	70	26	15
Porites_evermani_scaffold_41	38899.4	9791.74	39628.8	23338.4	44867
Porites_evermani_scaffold_7796	3	0	43	9	3
Porites_evermani_scaffold_1692	2865.41	877.608	2089.23	1233.48	3180.6
Porites_evermani_scaffold_217	4079.46	5365.26	3880	2174.91	12487
Porites_evermani_scaffold_3238	130.159	33.7839	23.6222	12.1062	3.04078
Porites_evermani_scaffold_200	7116.05	3194.93	10544.3	4234.86	8304.46
Porites_evermani_scaffold_2221	870.233	293.146	1340.98	1161.12	1465.97
Porites_evermani_scaffold_2865	1063.33	879.661	1077.52	340.118	1898.47
Porites_evermani_scaffold_6664	3.84429	9.1539	22	10.8084	4.72956
Porites_evermani_scaffold_367	7939.02	20666.4	8562.74	4994.74	8463.58
Porites_evermani_scaffold_1709	159.036	47.1776	67.1028	145.73	67.0863
Porites_evermani_scaffold_4425	2001.88	595.092	3138.75	618.892	1074.86
Porites_evermani_scaffold_673	149.767	79.965	202.191	131.361	149.026
Porites_evermani_scaffold_7308	62.4947	108.396	103.808	51.8538	116.084
Porites_evermani_scaffold_6717	0	0	42.9361	1.00022	0
Porites_evermani_scaffold_1265	1277.63	936.201	2764.07	903.5	2859.44
Porites_evermani_scaffold_5590	4.34475	36	311	52.4045	67.7581
Porites_evermani_scaffold_5549	34.8653	0	47.0998	1	4.08186
Porites_evermani_scaffold_6626	498.497	181.692	27.2763	99.197	659.968
Porites_evermani_scaffold_2056	116.185	67.7919	362.191	108.346	117.056
Porites_evermani_scaffold_3449	960.13	423.173	1426.44	469.282	2323.47
Porites_evermani_scaffold_189	20460.7	10240.1	18526.1	13691	26041.2
Porites_evermani_scaffold_972	15137	8005.47	9171.9	6844.49	20394
Porites_evermani_scaffold_450	4341.49	4206.53	1039.76	4809.96	71506.5
Porites_evermani_scaffold_3605	380.029	128.558	681.693	177.051	517.895
Porites_evermani_scaffold_2765	6.05428	22.1896	10.0523	30.2882	1.00612
Porites_evermani_scaffold_461	2635.66	717.18	2469.68	1411.44	2886.65
Porites_evermani_scaffold_2610	52.5898	16.5251	6.06533	8.03258	30.0497
Porites_evermani_scaffold_2941	332.636	488.525	1506.51	597.679	382.15
Porites_evermani_scaffold_5382	331.405	169.439	452.361	281.229	490.425
Porites_evermani_scaffold_4115	1910.52	38.0532	735.615	292.379	1150.99
Porites_evermani_scaffold_7022	0	0	0	0	0
Porites_evermani_scaffold_7768	84.6807	36.9363	9.29002	96.3559	57.114
Porites_evermani_scaffold_2640	5731.54	3088.46	13900.1	4766.06	7715.49
Porites_evermani_scaffold_4592	653.811	172.465	518.514	363.639	512.657
Porites_evermani_scaffold_1	80873.1	37859.1	68386.9	45387.3	108854
Porites_evermani_scaffold_6113	24	7	84.0125	5.13068	34
Porites_evermani_scaffold_770	30585.1	10991.1	24976.3	15448.6	36567.3
Porites_evermani_scaffold_1150	13408.1	9655.71	8140.23	4557.8	19450.6
Porites_evermani_scaffold_1016	1283.91	42.407	2305.46	773.833	1169.32
Porites_evermani_scaffold_5491	1	46	149	0	8.18344
Porites_evermani_scaffold_5777	8.17124	21.593	179	0	70
Porites_evermani_scaffold_1175	3906.22	1360.54	6068.58	2478.4	5663.08
Porites_evermani_scaffold_5345	516.106	149.203	556.887	123.216	275.611
Porites_evermani_scaffold_3024	88.0929	103.086	135.017	125.079	225.045
Porites_evermani_scaffold_1413	113.447	18.4161	93.2914	46.1552	89.65
Porites_evermani_scaffold_8089	2	0	0	1	0
Porites_evermani_scaffold_2034	3733	1170.14	2771.44	1403.71	3942.2
Porites_evermani_scaffold_4078	54.0768	23.0156	137.016	33.0055	73.006
Porites_evermani_scaffold_4085	391.118	732	895.293	233	573
Porites_evermani_scaffold_7655	11.123	1	97	15	86.3961
Porites_evermani_scaffold_2277	7400.91	2615.29	4768.6	3341.33	9817.49
Porites_evermani_scaffold_4902	1562.83	357.995	169	437.695	1172.02
Porites_evermani_scaffold_2932	690.084	498.055	1082.13	617.097	998.91
Porites_evermani_scaffold_104	3024.68	348.972	2468.01	1070.61	4045.97
Porites_evermani_scaffold_6206	5.51924	6.36971	10.909	25.8256	8.82104
Porites_evermani_scaffold_4867	11.0261	13.4882	55.628	7.30974	47.3628
Porites_evermani_scaffold_6796	1004.35	913.951	592.241	22.1118	1632.45
Porites_evermani_scaffold_3011	1782.21	784.035	1582.02	783.562	2362.88
Porites_evermani_scaffold_2898	46.908	13.0127	49.3794	43.5198	18.0001
Porites_evermani_scaffold_3242	5416.44	580.544	1037.35	1185.95	7007.79
Porites_evermani_scaffold_2872	2172.09	982.078	1359.76	1720.65	5003.72
Porites_evermani_scaffold_71	5039.4	3178.65	7388.9	3136.76	9077.18
Porites_evermani_scaffold_1122	3264.16	902.978	2795.71	1736.77	4442.48
Porites_evermani_scaffold_866	8571.29	2079.23	5268.75	2760.95	14878.6
Porites_evermani_scaffold_6526	0	0	0	0	0
Porites_evermani_scaffold_659	9193.69	4099.64	6538.95	4780.67	12324
Porites_evermani_scaffold_90	59979.2	22001.7	42468.6	22430.9	79063.6
Porites_evermani_scaffold_1706	30.529	17.232	279.835	235.78	32.4076
Porites_evermani_scaffold_7113	96	1	0	3	108
Porites_evermani_scaffold_5517	1.24794	109.816	73.0761	0	1.30765
Porites_evermani_scaffold_4225	30.0028	140.11	37.2469	33.4619	139.91
Porites_evermani_scaffold_1958	708.869	275.917	1010.23	574.875	1005.75
Porites_evermani_scaffold_2798	15.3129	2.40246	57.6475	9.38939	30.2351
Porites_evermani_scaffold_4670	80.1539	50.9014	129.562	34.097	103.873
Porites_evermani_scaffold_360	9865.44	4132.81	15051	7138.97	14574.9
Porites_evermani_scaffold_6675	0	0	3	0	0
Porites_evermani_scaffold_2429	3443.03	1434.02	6311.41	2131.22	3887.42
Porites_evermani_scaffold_408	10985.4	3206.1	9364.96	5399.13	11196.6
Porites_evermani_scaffold_4525	29.1044	0	0	17.3531	3.06255
Porites_evermani_scaffold_3826	1528.32	71.3975	84.792	185.596	1096.3
Porites_evermani_scaffold_7685	1302	414	520	826	2674
Porites_evermani_scaffold_4685	266.02	219.922	400.795	158.089	306
Porites_evermani_scaffold_1928	629.289	302.09	580.911	544.004	1279.24
Porites_evermani_scaffold_3559	347.485	121.006	486.142	1084	1479.51
Porites_evermani_scaffold_501	9468.44	2954.08	5096.16	2658.07	11125
Porites_evermani_scaffold_1752	5436.4	1861.01	4212.08	1472.11	5899.72
Porites_evermani_scaffold_3384	40.6207	210.839	32.1152	87.9878	331.125
Porites_evermani_scaffold_1004	473.727	479.238	1424.05	421.694	476.216
Porites_evermani_scaffold_8125	48	26	105	17	46
Porites_evermani_scaffold_335	6965.71	5347.05	4059.3	7825.03	3524.63
Porites_evermani_scaffold_328	21905.2	7015.65	13355.9	7964.81	35337.9
Porites_evermani_scaffold_2500	365.945	749.437	253.84	71.8431	134.088
Porites_evermani_scaffold_515	1903.78	704.227	4830.9	1522.74	2237.57
Porites_evermani_scaffold_7037	37.069	68.6144	244	25.5489	37.677
Porites_evermani_scaffold_924	702.854	272.158	1149.01	812.301	2370.07
Porites_evermani_scaffold_3282	265.129	65.3751	414.609	106.875	252.207
Porites_evermani_scaffold_3003	761.571	187.884	802.109	284.894	562.348
Porites_evermani_scaffold_5811	2293.12	485.484	753.053	613.619	1469.1
Porites_evermani_scaffold_3249	275.288	141	369.037	264.208	398.756
Porites_evermani_scaffold_2175	20.0125	26.3479	3638.88	784	828.327
Porites_evermani_scaffold_2310	99.0087	131.539	483.638	103.638	102.526
Porites_evermani_scaffold_4467	88.9374	86.8899	85.6812	49.9028	53.4944
